SegmentID,LongFrom,LatFrom,LongTo,LatTo,persons_injured,persons_killed,ped_injured,ped_killed,cyclists_injured,cyclists_killed,motorists_injured,motorists_killed,persons_KSI,ped_KSI,cyclist_KSI,motorist_KSI,Roadway Name,From,To,segment_average_sum
139620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronx River Parkway,Bronx River,East Gun Hill Road,44783
139657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRONX RIVER PARKWAY,MORRIS PARK AVENUE,BRONXDALE AVENUE,97411
139707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronx River Parkway,222 Street,221 Street,50603
139708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronx River Parkway,222 Street,221 Street,56990
139743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRONX RIVER PARKWAY,MORRIS PARK AVENUE,BRONXDALE AVENUE,59272
139898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Major Deegan Expressway,Van Cortlandt Avenue West,Mosholu Parkway,71695
139997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CROSS ISLAND PARKWAY,164 STREET,165 STREET,37749
140015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CROSS ISLAND PARKWAY,164 STREET,165 STREET,41268
140093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRONX RIVER PARKWAY,EAST 174 STREET,172 STREET,38534
140108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BELT PARKWAY,STILLWELL AVENUE BRIDGE,SHELL ROAD,71167
140111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BELT PARKWAY,STILLWELL AVENUE BRIDGE,SHELL ROAD,73254
140353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Belt Parkway,South Conduit Avenue,Cohancy Street,70077
140401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WASHINGTON BRIDGE,MAHATTAN END,BRONX END,31386
140405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WASHINGTON BRIDGE,MAHATTAN END,BRONX END,33919
140442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BQE,63 Street,64 Street,45959
140473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BQE,59 Place,59 Street,50441
